Sh_x,Sh_y,Sh_z,El_x,El_y,El_z,Wr_x,Wr_y,Wr_z,WrVec_x,WrVec_y,WrVec_z
-78.26523,651.32806,300.4298,-187.32668,476.63562,46.98436,-90.6905,244.53705,40.997036,-35.845024,10.810638,-33.94867
-77.75954,649.3625,300.37997,-187.85191,475.62302,45.30845,-89.65401,242.8118,43.18474,-35.470657,9.86816,-34.30392
-77.275475,647.6281,300.3759,-188.3111,474.68582,43.82842,-88.54024,241.36394,45.74859,-35.069714,8.91028,-34.619812
-76.83155,646.29254,300.44983,-188.66525,473.86127,42.704784,-87.28716,240.4444,49.05476,-34.61459,7.9108543,-34.84868
-76.44148,645.44116,300.61523,-188.90697,473.15015,42.034065,-85.85486,240.22975,53.393276,-34.082188,6.8377767,-34.94405
-76.11342,645.0967,300.87183,-189.05188,472.52893,41.865284,-84.22931,240.82715,58.962112,-33.45733,5.660935,-34.862785
-75.8502,645.23944,301.2113,-189.12912,471.9614,42.217113,-82.42197,242.2894,65.86788,-32.733025,4.357969,-34.568108
-75.650604,645.82263,301.62143,-189.17435,471.4067,43.090183,-80.465904,244.63196,74.135956,-31.908743,2.917104,-34.03265
-75.51048,646.784,302.08923,-189.22388,470.82574,44.47586,-78.40932,247.84682,83.72364,-30.988806,1.3380601,-33.240185
-75.42326,648.0541,302.6031,-189.3091,470.1844,46.36112,-76.30791,251.90904,94.53275,-29.981754,-0.36844254,-32.18549
-75.38011,649.5633,303.15405,-189.45126,469.4556,48.72954,-74.2177,256.77673,106.421455,-28.900452,-2.1819773,-30.873068
-75.37036,651.24664,303.73608,-189.658,468.6198,51.55966,-72.18969,262.38748,119.21356,-27.762138,-4.0738554,-29.315693
-75.38246,653.04663,304.3451,-189.9229,467.66595,54.82279,-70.26637,268.6566,132.70421,-26.587902,-6.008561,-27.533007
-75.405075,654.91486,304.9776,-190.22765,466.5921,58.481327,-68.479576,275.48178,146.66418,-25.40135,-7.945673,-25.549835
-75.42806,656.81177,305.629,-190.54607,465.40637,62.487263,-66.84956,282.7524,160.84717,-24.226742,-9.842813,-23.394173
-75.44317,658.706,306.29257,-190.84923,464.1269,66.78089,-65.38533,290.35782,175.00093,-23.086971,-11.659343,-21.095509
-75.44454,660.57324,306.9589,-191.11023,462.78043,71.29105,-64.08599,298.19144,188.88098,-22.001902,-13.359853,-18.683867
-75.42898,662.3952,307.6164,-191.30795,461.3993,75.93824,-62.942795,306.15204,202.26419,-20.987322,-14.916543,-16.18915
-75.39594,664.1583,308.25244,-191.42891,460.0172,80.640305,-61.941635,314.14545,214.96107,-20.054619,-16.310284,-13.640233
-75.347176,665.85236,308.85477,-191.4674,458.66513,85.31889,-61.06626,322.08633,226.82484,-19.211147,-17.530457,-11.063949
-75.285965,667.46783,309.41318,-191.42497,457.36865,89.9047,-60.30217,329.8981,237.7554,-18.461138,-18.573921,-8.484565
