Sh_x,Sh_y,Sh_z,El_x,El_y,El_z,Wr_x,Wr_y,Wr_z,WrVec_x,WrVec_y,WrVec_z,Trunk_x,Trunk_y,Trunk_z
-77.527214,642.97614,302.56894,-188.1117,474.08258,41.522194,-88.84542,239.9807,40.1693,-37.239613,12.564425,-33.144646,-0.5155478,-0.12929992,-0.017700769
-76.219635,641.6017,302.82733,-189.13416,474.2014,41.663727,-89.18073,241.91591,43.737175,-36.905457,11.847534,-33.20475,-0.4257004,0.19996631,-0.33236837
-75.061386,640.45544,303.0518,-190.23705,474.49506,41.74315,-89.63292,244.18857,47.655655,-36.52858,11.087582,-33.283577,-0.3385932,0.5146963,-0.61995316
-74.154854,639.70123,303.2201,-191.47917,475.09436,41.71845,-90.28862,247.11336,52.245735,-36.071587,10.243097,-33.380753,-0.23740493,0.79532105,-0.8640818
-73.544106,639.41986,303.32352,-192.8943,476.07446,41.5717,-91.196075,250.93456,57.740738,-35.508778,9.280023,-33.48236,-0.09342597,1.0260464,-1.0579143
-73.230034,639.6273,303.36365,-194.4895,477.4548,41.309784,-92.36694,255.81622,64.277534,-34.827965,8.175823,-33.56203,0.13161065,1.1900818,-1.2013154
-73.18727,640.2971,303.34885,-196.24649,479.20566,40.9598,-93.78273,261.84033,71.901215,-34.029556,6.921562,-33.584396,0.48215413,1.2660781,-1.2987653
-73.37705,641.37854,303.29156,-198.12538,481.25897,40.563152,-95.402,269.01117,80.579895,-33.124027,5.522216,-33.508934,1.00451,1.2271817,-1.3582968
-73.756165,642.8097,303.20566,-200.0709,483.5219,40.168495,-97.16764,277.2657,90.22499,-32.128826,3.995221,-33.293556,1.7419071,1.0422099,-1.3909137
-74.28242,644.52496,303.1047,-202.01979,485.89105,39.82378,-99.01431,286.48795,100.71102,-31.065067,2.3673348,-32.898586,2.7294054,0.67842925,-1.4102849
-74.91748,646.4587,303.00095,-203.90839,488.26364,39.57029,-100.875404,296.52533,111.89373,-29.954441,0.67062473,-32.29111,3.988936,0.10582634,-1.4321451
-75.62776,648.54694,302.9051,-205.67946,490.54498,39.44073,-102.68933,307.20575,123.62499,-28.816946,-1.0611585,-31.44831,5.5250344,-0.69754213,-1.4730256
-76.384384,650.7305,302.8264,-207.28769,492.65244,39.460342,-104.40473,318.35324,135.76169,-27.669733,-2.7950523,-30.358896,7.3218555,-1.7402011,-1.5485666
-77.16273,652.9576,302.77313,-208.70297,494.51804,39.649097,-105.9829,329.7985,148.16853,-26.526543,-4.500442,-29.023186,9.341743,-3.012974,-1.6718246
-77.94185,655.1852,302.7529,-209.91135,496.09,40.023556,-107.397385,341.38318,160.71666,-25.39765,-6.1501,-27.45231,11.525575,-4.4864883,-1.8517585
-78.704094,657.3797,302.77252,-210.91376,497.33377,40.5981,-108.63173,352.96033,173.27982,-24.290504,-7.720603,-25.66668,13.795378,-6.1111035,-2.0919373
-79.43482,659.5158,302.83786,-211.72308,498.23196,41.385735,-109.67735,364.3934,185.7311,-23.210945,-9.192017,-23.693827,16.059782,-7.8196726,-2.389579
-80.122314,661.57446,302.95316,-212.36021,498.78278,42.398544,-110.53221,375.55768,197.94318,-22.164494,-10.547093,-21.56585,18.222107,-9.532973,-2.7351356
-80.75771,663.5413,303.1204,-212.85007,498.9976,43.647762,-111.20057,386.34445,209.79298,-21.157429,-11.770422,-19.316673,20.189663,-11.167062,-3.1126254
-81.33503,665.4052,303.3388,-213.21782,498.89856,45.143024,-111.69296,396.66605,221.1691,-20.197447,-12.847927,-16.97953,21.882122,-12.641434,-3.5007925
-81.85112,667.15796,303.60474,-213.4861,498.51657,46.89073,-112.025734,406.45972,231.9791,-19.293777,-13.767021,-14.585038,23.237114,-13.8868065,-3.8749685
-82.30539,668.795,303.91217,-213.67336,497.8899,48.891495,-112.21962,415.68854,242.15483,-18.456543,-14.517435,-12.160227,24.212473,-14.851502,-4.2093263
-82.6993,670.3156,304.25345,-213.79355,497.06247,51.137177,-112.297714,424.33957,251.65413,-17.695356,-15.092519,-9.728765,24.785896,-15.505585,-4.4791074
-83.0357,671.72375,304.62042,-213.85678,496.08185,53.608437,-112.283195,432.4194,260.45917,-17.017477,-15.490559,-7.3121724,24.953337,-15.842268,-4.662462
-83.31815,673.0273,305.0053,-213.87067,494.99655,56.27371,-112.19742,439.94815,268.57278,-16.426144,-15.715669,-4.931426,24.72723,-15.876558,-4.7417393
-83.55037,674.23706,305.40118,-213.84174,493.8525,59.09017,-112.05887,446.9528,276.01398,-15.919737,-15.778007,-2.6081522,24.135017,-15.641564,-4.7043223
-83.73592,675.3649,305.8024,-213.77672,492.69058,62.00644,-111.88282,453.46097,282.81378,-15.492008,-15.693297,-0.36486426,23.217726,-15.183151,-4.543253
-83.87824,676.42163,306.20416,-213.6836,491.54465,64.9663,-111.68178,459.49704,289.0117,-15.133289,-15.481884,1.7758889,22.028004,-14.553694,-4.257778
-83.980865,677.41547,306.6023,-213.5721,490.44177,67.912506,-111.46631,465.0802,294.65234,-14.832188,-15.167478,3.793159,20.627068,-13.805623,-3.8537498
-84.04786,678.35144,306.99268,-213.45381,489.40314,70.79005,-111.24594,470.225,299.78195,-14.577315,-14.775753,5.669469,19.080395,-12.985679,-3.34361
-84.08417,679.2313,307.37085,-213.34148,488.44565,73.548645,-111.02992,474.94324,304.4449,-14.358658,-14.332785,7.3923364,17.452732,-12.130836,-2.7457058
-84.09574,680.0552,307.73196,-213.24785,487.5828,76.1447,-110.82746,479.24527,308.6799,-14.1683445,-13.8633995,8.955024,15.803298,-11.266702,-2.0828588
-84.089325,680.8221,308.07098,-213.1843,486.82486,78.542755,-110.6475,483.1412,312.51813,-14.0008135,-13.38966,10.3563385,14.1822195,-10.408521,-1.3804195
-84.07189,681.532,308.38318,-213.15962,486.17828,80.71671,-110.49812,486.64062,315.9824,-13.852481,-12.929748,11.599639,12.628845,-9.564056,-0.66423166
-84.049934,682.18585,308.66446,-213.17944,485.64505,82.65044,-110.38582,489.7523,319.0886,-13.721199,-12.497485,12.691422,11.171995,-8.737218,0.04108804
-84.02881,682.7865,308.91205,-213.24611,485.22284,84.337616,-110.314735,492.48392,321.84805,-13.605728,-12.102536,13.639934,9.831679,-7.9313226,0.71334976
-84.01227,683.33813,309.1245,-213.3593,484.90558,85.7807,-110.2861,494.84265,324.27026,-13.505358,-11.751129,14.454008,8.621386,-7.1512847,1.3334869
-84.002426,683.8457,309.3018,-213.51665,484.68472,86.98887,-110.29773,496.83514,326.36484,-13.419707,-11.447044,15.142166,7.550125,-6.4044642,1.8858942
-84.000046,684.3141,309.44485,-213.71465,484.55112,87.97531,-110.34372,498.46735,328.14178,-13.348642,-11.192628,15.711733,6.6237473,-5.7002807,2.3585613
-84.005066,684.7475,309.5553,-213.9491,484.49637,88.754105,-110.41441,499.7426,329.60956,-13.292252,-10.989684,16.167805,5.845535,-5.048999,2.7430897
-84.01723,685.14844,309.63474,-214.21548,484.51437,89.33703,-110.49676,500.65897,330.7715,-13.250875,-10.840103,16.512014,5.2163687,-4.460251,3.0345924
-84.03664,685.5176,309.68433,-214.50902,484.60226,89.73078,-110.57519,501.2052,331.6213,-13.225183,-10.7461605,16.741247,4.73483,-3.9418504,3.2314377
-84.06418,685.85364,309.70438,-214.82468,484.76086,89.93499,-110.63306,501.3573,332.13867,-13.216317,-10.710442,16.84669,4.3974514,-3.499231,3.3348203
