Sh_x,Sh_y,Sh_z,El_x,El_y,El_z,Wr_x,Wr_y,Wr_z,WrVec_x,WrVec_y,WrVec_z
-77.83558,650.4463,300.4359,-186.76576,476.15244,45.771084,-88.96003,242.3434,39.32528,-36.180424,10.963326,-33.057594
-78.53264,648.482,299.30878,-189.11264,476.54596,42.82919,-88.46964,244.79141,42.367065,-35.37139,9.56351,-34.006958
-79.18881,646.7426,298.28793,-191.3979,476.97128,40.201447,-87.76706,247.5406,46.021866,-34.538307,8.114438,-34.844604
-79.773506,645.39526,297.4505,-193.58018,477.42917,38.152176,-86.68964,250.88075,50.82631,-33.657852,6.575586,-35.465443
-80.27038,644.52924,296.83554,-195.64487,477.89615,36.849308,-85.13945,255.04575,57.176136,-32.70942,4.9151144,-35.787598
-80.671936,644.1756,296.4551,-197.58624,478.32812,36.384754,-83.08297,260.2026,65.31458,-31.679722,3.1180987,-35.750904
-80.97612,644.3284,296.30475,-199.39539,478.66727,36.797665,-80.54333,266.4486,75.33926,-30.565126,1.190795,-35.314262
-81.18443,644.95917,296.37064,-201.05516,478.8498,38.094017,-77.58868,273.81198,87.21566,-29.3723,-0.83897257,-34.453453
-81.30014,646.0264,296.63406,-202.54002,478.81293,40.26186,-74.31843,282.2561,100.793304,-28.11773,-2.9245245,-33.159603
-81.326385,647.4812,297.07416,-203.81915,478.5012,43.27945,-70.849724,291.68716,115.8237,-26.825977,-5.00545,-31.43916
-81.26514,649.2694,297.66904,-204.86131,477.87146,47.11598,-67.3045,301.96436,131.98227,-25.5268,-7.014334,-29.314949
-81.11723,651.3332,298.39597,-205.63931,476.8965,51.727425,-63.797558,312.9116,148.89479,-24.251753,-8.884442,-26.826519
-80.88354,653.6115,299.23132,-206.13266,475.5676,57.051174,-60.4262,324.3312,166.16628,-23.030926,-10.557305,-24.028698
-80.56645,656.04175,300.1503,-206.32898,473.89536,63.002827,-57.262783,336.0169,183.40726,-21.890385,-11.988506,-20.98837
-80.1714,658.5621,301.127,-206.22496,471.9098,69.47656,-54.351593,347.7663,200.25484,-20.850685,-13.150448,-17.779806
-79.707634,661.1141,302.13452,-205.82733,469.65842,76.348495,-51.710014,359.39337,216.38867,-19.92658,-14.032259,-14.478952
-79.187965,663.6444,303.14548,-205.15309,467.2022,83.481445,-49.33293,370.73984,231.5436,-19.127573,-14.637786,-11.157883
-78.62733,666.10516,304.13348,-204.22885,464.6108,90.73053,-47.199455,381.681,245.51715,-18.458797,-14.98253,-7.8807397
-78.04076,668.4536,305.07452,-203.08884,461.9577,97.949715,-45.281025,392.12314,258.17108,-17.921673,-15.090255,-4.7018213
-77.441925,670.65295,305.94888,-201.77214,459.3164,104.99942,-43.54921,401.99487,269.4281,-17.514103,-14.990123,-1.6652787
-76.842766,672.67395,306.74228,-200.31972,456.75644,111.753944,-41.980797,411.23853,279.26694,-17.230433,-14.714815,1.1945533
-76.2542,674.4963,307.4466,-198.7714,454.3386,118.108025,-40.558975,419.8057,287.7177,-17.061731,-14.299151,3.852912
-75.68704,676.1092,308.06,-197.16383,452.1099,123.98175,-39.27131,427.6583,294.8566,-16.996597,-13.778597,6.294514
-75.15219,677.5113,308.58655,-195.5298,450.09964,129.32373,-38.10657,434.77267,300.7985,-17.02194,-13.187565,8.513242
-74.65976,678.70886,309.03497,-193.89832,448.31815,134.11238,-37.052345,441.1442,305.6862,-17.12311,-12.557775,10.511352
-74.2175,679.7145,309.41714,-192.2951,446.7584,138.35481,-36.094276,446.78986,309.67746,-17.283459,-11.916658,12.29799
-73.82984,680.5453,309.74594,-190.74199,445.39908,142.08214,-35.216568,451.74734,312.93393,-17.484158,-11.285859,13.886901
-73.497986,681.2219,310.03372,-189.25502,444.20898,145.34245,-34.402912,456.07153,315.6145,-17.70509,-10.6803055,15.293978
